TURCK,Sensors|Pressure Sensors|,PT1R-1020-I2-H1143/X,Датчик давления TURCK PT1R-1020-I2-H1143/X,100000848,25380,RUB,https://www.turck.de/en/product/100000848,https://www.turck.de/repo/_db_20240228114115_/Graphics/Pic7/00347926_0.png,"{""Ambient temperature"":""-30…+85 °C"",""Approvals"":""CE, Metrological certification (RUS), cULus"",""Country of origin"":""CH"",""Current output"":""4…20 mA"",""Customs tariff number"":""90262020000"",""Design"":""Without display"",""EAN"":""4047101444186"",""Electrical connection"":""Connector, M12 × 1"",""Electrical output"":""Current output (2-wire)"",""Housing material"":""Stainless-steel/Plastic, 1.4404 (AISI 316L)/polyarylamide 50 % GF UL 94 V-0"",""Medium temperature"":""-40…+125 °C"",""Operating voltage"":""7…33 VDC"",""Pressure range bar"":""0…1 bar"",""Pressure range psi"":""0…14.5 psi"",""Pressure transducer material"":""Ceramic Al₂O₃"",""Pressure type"":""Relative pressure"",""Process connection"":""M20 × 1.5 male thread, front sealing and manometer (combi)"",""Protection class"":""IP67"",""Weight"":""90 g"",""eCl@ss-Code (V5.1.4):"":""27200614 -/- Piezoresistive sensor (absolute and relative pressure)""}",,d4cfe828.html
TURCK,,PS040V-502-LI2UPN8X-H1141/3GD,Датчик давления TURCK PS040V-502-LI2UPN8X-H1141/3GD,6833940,119340,RUB,,,,,
TURCK,Sensors|Pressure Sensors|,PT160R-2001-I2-DA91,Датчик давления TURCK PT160R-2001-I2-DA91,6836547,25380,RUB,https://www.turck.de/en/product/6836547,https://www.turck.de/repo/_db_20240228114115_/Graphics/Pic2/00351040_0.png,"{""Ambient temperature"":""-30…+85 °C"",""Approvals"":""CE, Metrological certification (RUS), cULus"",""Country of origin"":""CH"",""Current output"":""4…20 mA"",""Customs tariff number"":""90262020000"",""Design"":""Without display"",""EAN"":""4047101399974"",""Electrical connection"":""Connector, DIN EN 175301-803 Form A"",""Electrical output"":""Current output (2-wire)"",""Housing material"":""Stainless-steel/Plastic, 1.4404 (AISI 316L)/polyarylamide 50 % GF UL 94 V-0"",""Medium temperature"":""-40…+135 °C"",""Operating voltage"":""7…33 VDC"",""Pressure range bar"":""0…160 bar"",""Pressure range psi"":""0…2320.6 psi"",""Pressure transducer material"":""Stainless steel 1.4435 (AISI 316L)"",""Pressure type"":""Relative pressure"",""Process connection"":""G 1/4” female thread (front sealing)"",""Protection class"":""IP65"",""Weight"":""120 g"",""eCl@ss-Code (V5.1.4):"":""27200614 -/- Piezoresistive sensor (absolute and relative pressure)""}",,9df018bc.html
TURCK,Sensors|Pressure Sensors|,PT16R-1045-I2-H1141/X,Датчик давления TURCK PT16R-1045-I2-H1141/X,100000580,25380,RUB,https://www.turck.de/en/product/100000580,https://www.turck.de/repo/_db_20240228114115_/Graphics/Pic1/00405708_0.png,"{""Ambient temperature"":""-30…+85 °C"",""Approvals"":""CE, Metrological certification (RUS), cULus"",""Country of origin"":""CH"",""Current output"":""4…20 mA"",""Customs tariff number"":""90262020000"",""Design"":""Without display"",""EAN"":""4047101440195"",""Electrical connection"":""Connector, M12 × 1"",""Electrical output"":""Current output (2-wire)"",""Housing material"":""Stainless-steel/Plastic, 1.4404 (AISI 316L)/polyarylamide 50 % GF UL 94 V-0"",""Medium temperature"":""-40…+125 °C"",""Operating voltage"":""7…33 VDC"",""Pressure range bar"":""0…16 bar"",""Pressure range psi"":""0…232.06 psi"",""Pressure transducer material"":""Ceramic Al₂O₃"",""Pressure type"":""Relative pressure"",""Process connection"":""G 3/8'' male thread"",""Protection class"":""IP67"",""Weight"":""90 g"",""eCl@ss-Code (V5.1.4):"":""27200614 -/- Piezoresistive sensor (absolute and relative pressure)""}",,a1533163.html
TURCK,Sensors|Pressure Sensors||,PS010V-508-LI2UPN8X-H1141/3GD,Датчик давления TURCK PS010V-508-LI2UPN8X-H1141/3GD,6834054,119340,RUB,https://www.turck.de/en/product/6834054,https://www.turck.de/repo/_db_20240228114115_/Graphics/Pic3/00345277_0.png,"{""Ambient temperature"":""-40…+70 °C"",""Approvals"":""ATEX II 3 D, ATEX II 3 G, CE, Metrological certification (RUS), cULus"",""Communication protocol"":""IO-Link"",""Country of origin"":""DE"",""Current output"":""4…20 mA"",""Customs tariff number"":""90262020000"",""Design"":""With display"",""EAN"":""4047101378580"",""Electrical connection"":""Connector, M12 × 1"",""Electrical output"":""Current output (3-wire), 2 × switching output"",""Housing material"":""Stainless-steel/Plastic, 1.4305 (AISI 303)"",""Medium temperature"":""-40…+85 °C"",""Operating voltage"":""18…30 VDC"",""Pressure range bar"":""-1…10 bar"",""Pressure range psi"":""-14.5…145.04 psi"",""Pressure transducer material"":""Ceramic Al₂O₃"",""Pressure type"":""Relative pressure"",""Process connection"":""G 1/2” male thread DIN 3852-E (manometer)"",""Protection class"":""IP67/IP69K"",""Voltage output"":""0…10 V"",""Weight"":""390 g"",""eCl@ss-Code (V5.1.4):"":""27200614 -/- Piezoresistive sensor (absolute and relative pressure)""}",,61ae2065.html
TURCK,Sensors|Pressure Sensors||,PS025V-311-LI2UPN8X-H1141,Датчик давления TURCK PS025V-311-LI2UPN8X-H1141,6833546,107100,RUB,https://www.turck.de/en/product/6833546,https://www.turck.de/repo/_db_20240228114115_/Graphics/Pic1/00264300_0.png,"{""Ambient temperature"":""-40…+80 °C"",""Approvals"":""CE, Metrological certification (RUS), cULus"",""Communication protocol"":""IO-Link"",""Country of origin"":""DE"",""Current output"":""4…20 mA"",""Customs tariff number"":""90262020000"",""Design"":""With display"",""EAN"":""4047101205497"",""Electrical connection"":""Connector, M12 × 1"",""Electrical output"":""Current output (3-wire), 2 × switching output"",""Housing material"":""Stainless-steel/Plastic, 1.4305 (AISI 303)"",""Medium temperature"":""-40…+85 °C"",""Operating voltage"":""18…30 VDC"",""Pressure range bar"":""-1…25 bar"",""Pressure range psi"":""-14.5…362.59 psi"",""Pressure transducer material"":""Ceramic Al₂O₃"",""Pressure type"":""Relative pressure"",""Process connection"":""R 1/4″ female thread DIN 2999"",""Protection class"":""IP67/IP69K"",""Voltage output"":""0…10 V"",""Weight"":""285 g"",""eCl@ss-Code (V5.1.4):"":""27200614 -/- Piezoresistive sensor (absolute and relative pressure)""}",,93ff3032.html
TURCK,Sensors|Pressure Sensors|,PT1VR-1001-I2-DA91,Датчик давления TURCK PT1VR-1001-I2-DA91,6836018,25380,RUB,https://www.turck.de/en/product/6836018,https://www.turck.de/repo/_db_20240228114115_/Graphics/Pic4/00351075_0.png,"{""Ambient temperature"":""-30…+85 °C"",""Approvals"":""CE, Metrological certification (RUS), cULus"",""Country of origin"":""CH"",""Current output"":""4…20 mA"",""Customs tariff number"":""90262020000"",""Design"":""Without display"",""EAN"":""4047101393101"",""Electrical connection"":""Connector, DIN EN 175301-803 Form A"",""Electrical output"":""Current output (2-wire)"",""Housing material"":""Stainless-steel/Plastic, 1.4404 (AISI 316L)/polyarylamide 50 % GF UL 94 V-0"",""Medium temperature"":""-40…+125 °C"",""Operating voltage"":""7…33 VDC"",""Pressure range bar"":""-1…0 bar"",""Pressure range psi"":""-14.5…0 psi"",""Pressure transducer material"":""Ceramic Al₂O₃"",""Pressure type"":""Relative pressure"",""Process connection"":""G 1/4” female thread (front sealing)"",""Protection class"":""IP65"",""Weight"":""90 g"",""eCl@ss-Code (V5.1.4):"":""27200614 -/- Piezoresistive sensor (absolute and relative pressure)""}",,87dc3ab7.html
TURCK,Sensors|Pressure Sensors|,PT100R-2001-I2-H1143/X,Датчик давления TURCK PT100R-2001-I2-H1143/X,6837682,25380,RUB,https://www.turck.de/en/product/6837682,https://www.turck.de/repo/_db_20240228114115_/Graphics/Pic3/00478137_0.png,"{""Ambient temperature"":""-30…+85 °C"",""Approvals"":""CE, Metrological certification (RUS), cULus"",""Country of origin"":""CH"",""Current output"":""4…20 mA"",""Customs tariff number"":""90262020000"",""Design"":""Without display"",""EAN"":""4047101402964"",""Electrical connection"":""Connector, M12 × 1"",""Electrical output"":""Current output (2-wire)"",""Housing material"":""Stainless-steel/Plastic, 1.4404 (AISI 316L)/polyarylamide 50 % GF UL 94 V-0"",""Medium temperature"":""-40…+135 °C"",""Operating voltage"":""7…33 VDC"",""Pressure range bar"":""0…100 bar"",""Pressure range psi"":""0…1450.38 psi"",""Pressure transducer material"":""Stainless steel 1.4435 (AISI 316L)"",""Pressure type"":""Relative pressure"",""Process connection"":""G 1/4” female thread (front sealing)"",""Protection class"":""IP67"",""Weight"":""90 g"",""eCl@ss-Code (V5.1.4):"":""27200614 -/- Piezoresistive sensor (absolute and relative pressure)""}",,3146be83.html
TURCK,Sensors|Pressure Sensors|,PT400R-2004-I2-H1143/X,Датчик давления TURCK PT400R-2004-I2-H1143/X,6836628,25380,RUB,https://www.turck.de/en/product/6836628,https://www.turck.de/repo/_db_20240228114115_/Graphics/Pic3/00347961_0.png,"{""Ambient temperature"":""-30…+85 °C"",""Approvals"":""CE, Metrological certification (RUS), cULus"",""Country of origin"":""CH"",""Current output"":""4…20 mA"",""Customs tariff number"":""90262020000"",""Design"":""Without display"",""EAN"":""4047101400786"",""Electrical connection"":""Connector, M12 × 1"",""Electrical output"":""Current output (2-wire)"",""Housing material"":""Stainless-steel/Plastic, 1.4404 (AISI 316L)/polyarylamide 50 % GF UL 94 V-0"",""Medium temperature"":""-40…+135 °C"",""Operating voltage"":""7…33 VDC"",""Pressure range bar"":""0…400 bar"",""Pressure range psi"":""0…5801.51 psi"",""Pressure transducer material"":""Stainless steel 1.4435 (AISI 316L)"",""Pressure type"":""Relative pressure"",""Process connection"":""G1/4″ male thread (back sealing) according to DIN EN ISO 1179-2 with FPM profile sealing ring"",""Protection class"":""IP67"",""Weight"":""110 g"",""eCl@ss-Code (V5.1.4):"":""27200614 -/- Piezoresistive sensor (absolute and relative pressure)""}",,dc4b0186.html
TURCK,Sensors|Pressure Sensors|,PT1R-1014-IX-H1143,Датчик давления TURCK PT1R-1014-IX-H1143,100002221,43200,RUB,https://www.turck.de/en/product/100002221,https://www.turck.de/repo/_db_20240228114115_/Graphics/Pic4/00347936_0.png,"{""Ambient temperature"":""-25…+85 °C"",""Approvals"":""ATEX II 1/2 GD, CE, IECEx II 1/2 GD, UKEX, GOST/EAC RU, Metrological certification (RUS), cULus"",""Country of origin"":""CH"",""Current output"":""4…20 mA"",""Customs tariff number"":""90262020000"",""Design"":""Without display"",""EAN"":""4047101460247"",""Electrical connection"":""Connector, M12 × 1"",""Electrical output"":""Current output (2-wire)"",""Housing material"":""Stainless-steel/Plastic, 1.4404 (AISI 316L)/polyarylamide 50 % GF UL 94 V-0"",""Medium temperature"":""-30…+120 °C"",""Operating voltage"":""10…30 VDC"",""Pressure range bar"":""0…1 bar"",""Pressure range psi"":""0…14.5 psi"",""Pressure transducer material"":""Ceramic Al₂O₃"",""Pressure type"":""Relative pressure"",""Process connection"":""1/8”-27 NPT male thread"",""Protection class"":""IP67"",""Weight"":""89 g"",""eCl@ss-Code (V5.1.4):"":""27200614 -/- Piezoresistive sensor (absolute and relative pressure)""}",,64754d6d.html
